4.1752	-6.3772
2.9730	-1.3422
4.1865	-4.4701
4.4791	-4.4502
2.5857	-0.9210
5.1662	-0.5950
2.1039	-1.1497
3.7092	-0.9392
2.9081	-3.3159
2.4414	-0.8827
1.9791	-2.5292
5.5696	-3.8044
5.8369	-5.3512
5.8785	-4.7051
2.2863	-0.2390
3.1104	-3.4621
7.1135	0.6532
5.0978	-0.7274
6.8503	-4.1933
2.1213	-1.2642
1.2008	-1.7001
0.7371	-0.4426
1.0742	-0.8086
0.9198	-0.6661
0.7926	-1.5530
1.4864	-0.3180
3.7828	-2.5511
2.0080	-1.1651
2.7691	-2.2331
2.8941	-0.7745
3.8404	-2.8113
4.2954	-1.2401
5.8407	-6.7138
4.4057	-3.7142
7.3459	-1.6138
2.1129	-0.5458
3.1578	-1.2291
1.2470	-0.9363
0.5871	-0.5129
1.9396	-1.4461
1.2251	-1.1534
4.0514	-5.5003
4.9737	-4.9083
5.8422	-3.9921
1.1875	-1.9020
1.6290	-0.0864
2.7427	-0.0780
7.9916	-0.9849
5.5116	2.0072
1.3787	-0.5042
2.4981	-1.6360
1.8991	-0.8213
4.2796	-6.7649
5.8533	-1.2663
5.8573	1.3580
4.0185	-5.9269
2.0716	0.0738
2.8314	-2.5803
2.4717	-2.1592
3.3729	0.8161
0.8986	-0.5544
1.1902	-0.1600
3.2538	-3.7823
4.0548	-4.9849
4.3102	-5.3996
3.6468	-3.8541
0.6422	-0.7728
0.9081	-0.7469
0.9081	-0.7469
3.2696	-0.3511
5.0830	-1.7024
3.1019	-4.3307
3.7427	0.7744
6.3321	-7.4575
4.5413	-4.9144
1.8020	-0.9692
2.4519	-1.8846
6.3684	1.2686
2.9542	-1.1264
4.3334	-2.1907
5.1302	-5.0595
5.2943	-3.9801
4.2153	-2.7096
1.7875	-0.7160
4.5435	-1.2263
4.6487	-4.3195
5.9071	-6.3180
3.2016	-4.3528
3.7893	-0.9766
6.2359	-3.2732
3.0578	-1.2601
4.7607	1.1964
2.4337	-0.4330
2.2778	0.9866
5.6330	0.8095
7.8426	-3.1924
3.5808	0.4887
4.8649	0.0493
3.5752	0.7376
6.8662	4.1900
3.6447	1.2684
0.7714	0.4061
3.3667	0.9289
5.4967	1.1300
2.1025	0.5087
3.2017	0.5120
4.6070	-1.8894
1.8127	-1.1945
3.2490	-1.5080
2.1091	-2.0031
2.5262	-2.3291
5.5744	-7.0372
5.7697	-1.9689
6.3555	0.9001
2.9294	-3.6236
4.4379	-0.5064
1.4839	-0.8704
0.5706	-0.9865
0.9669	0.0493
3.6373	-0.1811
5.3806	0.1035
3.0803	-1.1896
1.5714	-0.5590
6.7210	-4.5952
5.9086	-2.6795
4.7195	-0.5934
5.4301	0.0298
3.3076	-1.6270
3.1873	0.2230
3.4821	1.2452
2.6338	-1.5423
4.1802	-4.8422
4.6118	-3.5094
4.0927	-4.2232
1.3131	-0.3367
4.6129	0.0387
4.5191	-0.1530
4.6655	-1.4014
1.4587	-0.5127
4.5014	-1.6639
3.3499	2.0283
6.0622	-8.5879
6.4186	-6.0004
3.9195	1.4250
4.5402	-0.1136
3.1033	-0.2643
4.0911	-0.9214
4.8866	-4.8762
5.6164	-5.1194
5.3717	-3.9995
4.2211	-6.6055
2.3638	-2.2404
4.8889	0.5332
1.7137	-0.4531
5.9742	-6.6934
4.3276	-0.6811
4.2800	-0.9162
4.7034	-3.7816
5.8898	-4.0631
8.3485	-10.0258
3.4239	-4.2153
4.8281	-3.9096
8.0188	-1.7818
1.0186	0.1362
5.1450	-3.9477
4.4102	-5.4071
3.0855	-1.7299
4.0379	-3.5563
5.7862	0.5755
5.0182	-2.3089
4.7543	-1.8236
1.8455	-0.1768
3.7726	0.3998
4.2281	1.5087
3.6345	-2.1368
1.1240	-0.9398
